Operator,In Out Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Idea,Indoor,Unknown,1,Poor Voice Quality,19.211888,73.1774558,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.210468,73.1790281,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,2,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,2G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,2G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Idea,Indoor,3G,1,Call Dropped,19.2118841,73.177443,Maharashtra
Idea,Indoor,Unknown,1,Call Dropped,19.2119022,73.1774891,Maharashtra
Vodafone,Indoor,3G,1,Call Dropped,19.2119734,73.1772605,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.2118775,73.1774674,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Idea,Indoor,3G,1,Call Dropped,19.21200707,73.17757833,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Idea,Indoor,2G,1,Poor Voice Quality,19.21200707,73.17757833,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.2118424,73.1774194,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Vodafone,Indoor,3G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.2122308,73.177716,Maharashtra
Vodafone,Indoor,3G,2,Poor Voice Quality,19.2122308,73.177716,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,19.2118844,73.1774519,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.211887,73.1774492,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.2118865,73.1774614,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.211888,73.1774558,Maharashtra
Idea,Indoor,Unknown,1,Poor Voice Quality,19.210468,73.1790281,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,3G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Idea,Indoor,4G,1,Poor Voice Quality,19.2118934,73.1774675,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,2,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,2G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,2G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Travelling,2G,5,Satisfactory,22.5860641,88.3638468,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,21.16214295,72.87947093,Gujarat
Airtel,Indoor,4G,3,Poor Voice Quality,18.0075936,79.5485775,Telangana
Idea,Indoor,4G,4,Satisfactory,31.6306953,74.8348566,Punjab
BSNL,Indoor,3G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,2,Poor Voice Quality,27.1511,78.37977333,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,5,Satisfactory,13.11341719,80.23429136,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,3,Poor Voice Quality,18.0075936,79.5485775,Telangana
Vodafone,Outdoor,4G,5,Satisfactory,28.63559167,77.17573333,NCT
BSNL,Indoor,3G,3,Satisfactory,16.93893723,81.95533846,Andhra Pradesh
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,1,Call Dropped,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,28.63546,77.17623333,NCT
RJio,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06347832,75.39951836,Madhya Pradesh
RJio,Outdoor,4G,5,Satisfactory,12.8786721,77.7243033,Karnataka
Vodafone,Travelling,4G,1,Poor Voice Quality,12.98477088,80.1132196,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,26.86247746,81.01784553,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,22.06350954,75.39933848,Madhya Pradesh
RJio,Indoor,4G,3,Satisfactory,22.06374704,75.40088628,Madhya Pradesh
Vodafone,Outdoor,Unknown,1,Poor Voice Quality,12.98477088,80.1132196,Tamil Nadu
Airtel,Indoor,Unknown,5,Satisfactory,12.8786721,77.7243033,Karnataka
RJio,Indoor,4G,3,Satisfactory,22.06374704,75.40088628,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,18.49680556,73.82403046,Maharashtra
Idea,Indoor,4G,1,Call Dropped,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,31.6306999,74.834907,Punjab
Idea,Indoor,4G,3,Satisfactory,31.6308208,74.8349471,Punjab
Airtel,Outdoor,4G,5,Satisfactory,13.11309885,80.23404587,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,Unknown,1,Call Dropped,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,22.80891648,86.18983369,Jharkhand
RJio,Outdoor,4G,4,Satisfactory,24.99207723,85.14020037,Bihar
RJio,Outdoor,4G,1,Poor Voice Quality,27.92100221,74.22773704,Rajasthan
RJio,Outdoor,4G,1,Poor Voice Quality,27.92100221,74.22773704,Rajasthan
Idea,Indoor,4G,3,Satisfactory,31.6306999,74.834907,Punjab
Idea,Indoor,4G,3,Satisfactory,31.6308208,74.8349471,Punjab
Idea,Indoor,4G,1,Poor Voice Quality,31.6307646,74.8349593,Punjab
Vodafone,Indoor,4G,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06364194,75.39927235,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,26.12712448,89.46036912,West Bengal
Idea,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Idea,Outdoor,4G,1,Call Dropped,-1,-1,NA
Idea,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,20.9135831,70.3649958,Gujarat
RJio,Indoor,4G,5,Satisfactory,18.4967871,73.8237051,Maharashtra
RJio,Indoor,4G,4,Satisfactory,23.27282585,77.382782,Madhya Pradesh
RJio,Travelling,4G,3,Poor Voice Quality,22.8684926,88.34827096,West Bengal
Airtel,Indoor,4G,5,Satisfactory,23.27051274,77.45721836,Madhya Pradesh
RJio,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
RJio,Outdoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,13.93684785,75.54808697,Karnataka
RJio,Indoor,4G,5,Satisfactory,19.87246,75.540555,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,18.51902777,73.85670556,Maharashtra
RJio,Indoor,4G,4,Satisfactory,18.51902777,73.85670556,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.4967871,73.8237051,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,18.49681704,73.82368037,Maharashtra
Vodafone,Indoor,2G,5,Satisfactory,22.6956866,88.3980503,West Bengal
RJio,Indoor,4G,5,Satisfactory,24.8923392,79.5915409,Madhya Pradesh
Idea,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,17.72857956,83.30237305,Andhra Pradesh
Airtel,Indoor,Unknown,3,Call Dropped,22.674284,75.8257398,Madhya Pradesh
Idea,Indoor,4G,3,Satisfactory,29.86206833,79.65514333,Uttarakhand
RJio,Outdoor,4G,2,Poor Voice Quality,0,0,NA
Airtel,Indoor,Unknown,4,Satisfactory,22.80891553,86.18993075,Jharkhand
RJio,Indoor,4G,5,Satisfactory,19.87246,75.540555,Maharashtra
BSNL,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.87246,75.540555,Maharashtra
Airtel,Indoor,4G,3,Poor Voice Quality,17.54444167,78.49082667,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.54519333,78.488185,Telangana
Airtel,Indoor,4G,4,Satisfactory,9.5108711,76.6714163,Kerala
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,23.5785934,87.1789633,West Bengal
Airtel,Indoor,4G,4,Satisfactory,17.54519333,78.488185,Telangana
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,3,Satisfactory,29.85849333,79.65659833,Uttarakhand
Idea,Outdoor,4G,3,Satisfactory,29.85849333,79.65659833,Uttarakhand
RJio,Indoor,4G,3,Satisfactory,26.3118601,89.45075005,West Bengal
RJio,Indoor,4G,3,Satisfactory,26.31198661,89.45108136,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,13.93641883,75.54789778,Karnataka
Airtel,Indoor,4G,4,Satisfactory,22.80901608,86.19008486,Jharkhand
RJio,Indoor,4G,1,Poor Voice Quality,21.16215289,72.87959206,Gujarat
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.8685509,88.3481744,West Bengal
RJio,Indoor,4G,5,Satisfactory,18.9711465,72.8378326,Maharashtra
RJio,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,Unknown,1,Poor Voice Quality,17.7599724,83.2221456,Andhra Pradesh
Airtel,Indoor,4G,4,Satisfactory,13.43562582,79.95586969,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,22.80851692,86.18964193,Jharkhand
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,17.7599724,83.2221456,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
Airtel,Indoor,4G,4,Satisfactory,22.80851692,86.18964193,Jharkhand
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
Airtel,Indoor,4G,4,Satisfactory,22.80851692,86.18964193,Jharkhand
BSNL,Indoor,Unknown,5,Satisfactory,17.61746645,83.18578245,Andhra Pradesh
Airtel,Indoor,4G,1,Poor Voice Quality,13.09629338,79.15104848,Andhra Pradesh
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
Airtel,Indoor,4G,1,Call Dropped,17.54519333,78.488185,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.54519333,78.488185,Telangana
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
RJio,Indoor,4G,4,Satisfactory,22.67152046,88.33668991,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,17.61740471,83.18626457,Andhra Pradesh
Idea,Indoor,4G,1,Poor Voice Quality,31.6307445,74.8348779,Punjab
RJio,Indoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
Idea,Indoor,4G,4,Satisfactory,31.6307733,74.8348737,Punjab
Airtel,Indoor,4G,4,Satisfactory,22.8102672,86.2212499,Jharkhand
BSNL,Indoor,3G,1,Poor Voice Quality,-1,-1,NA
Idea,Indoor,4G,4,Satisfactory,31.6307733,74.8348737,Punjab
Idea,Indoor,4G,4,Satisfactory,31.6311757,74.8346785,Punjab
BSNL,Indoor,Unknown,5,Satisfactory,17.61721126,83.18604923,Andhra Pradesh
Idea,Indoor,4G,3,Satisfactory,18.45207933,73.85118678,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,17.54519333,78.488185,Telangana
RJio,Indoor,4G,4,Satisfactory,15.5067427,80.0168583,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,17.487598,78.3144839,Telangana
Vodafone,Indoor,2G,5,Satisfactory,22.6955046,88.3978147,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,20.91550865,70.36447276,Gujarat
RJio,Indoor,4G,4,Satisfactory,23.27325783,77.38199728,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,23.27325783,77.38199728,Madhya Pradesh
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,22.48065298,88.40536254,West Bengal
Vodafone,Outdoor,4G,5,Satisfactory,22.6955046,88.3978147,West Bengal
RJio,Indoor,4G,5,Satisfactory,19.87246,75.540555,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,13.11318817,80.23408672,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,19.87246,75.540555,Maharashtra
Vodafone,Travelling,2G,5,Satisfactory,22.6955046,88.3978147,West Bengal
Vodafone,Indoor,2G,5,Satisfactory,22.6955046,88.3978147,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,20.9155067,70.36454634,Gujarat
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,22.8102672,86.2212499,Jharkhand
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
Vodafone,Travelling,4G,5,Satisfactory,22.6550882,88.3774978,West Bengal
BSNL,Indoor,Unknown,4,Satisfactory,23.5785934,87.1789633,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.0634108,75.39977627,Madhya Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,28.58406648,77.0887195,NCT
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
BSNL,Outdoor,Unknown,4,Satisfactory,19.959253,85.814209,Odisha
BSNL,Outdoor,Unknown,4,Satisfactory,19.9505106,85.8238755,Odisha
Airtel,Indoor,Unknown,5,Satisfactory,13.11318817,80.23408672,Tamil Nadu
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.0632627,75.40034431,Madhya Pradesh
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
RJio,Outdoor,4G,4,Satisfactory,24.9923859,85.1399749,Bihar
RJio,Indoor,4G,3,Satisfactory,22.06264713,75.40009973,Madhya Pradesh
Vodafone,Travelling,2G,5,Satisfactory,22.5669807,88.3547438,West Bengal
Airtel,Indoor,4G,5,Satisfactory,17.487598,78.3144839,Telangana
Airtel,Indoor,Unknown,4,Satisfactory,13.93687111,75.54834241,Karnataka
Airtel,Indoor,4G,1,Poor Voice Quality,18.75324384,73.85713823,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,22.6355763,88.4402557,West Bengal
BSNL,Indoor,3G,3,Satisfactory,16.93893723,81.95533846,Andhra Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,3,Poor Voice Quality,18.0072299,79.5468435,Telangana
Vodafone,Indoor,Unknown,5,Satisfactory,18.5601527,73.7743675,Maharashtra
Airtel,Outdoor,4G,3,Poor Voice Quality,18.0072299,79.5468435,Telangana
Airtel,Outdoor,4G,3,Poor Voice Quality,18.0072299,79.5468435,Telangana
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,12.34326544,76.61863855,Karnataka
Airtel,Indoor,4G,5,Satisfactory,12.34326544,76.61863855,Karnataka
Vodafone,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,1,Call Dropped,20.91538353,70.3644068,Gujarat
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,3,Poor Voice Quality,18.0072299,79.5468435,Telangana
Vodafone,Indoor,Unknown,5,Satisfactory,18.5601389,73.7743652,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,1,Poor Voice Quality,19.28343274,72.86974816,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,13.9367783,75.54819803,Karnataka
Airtel,Indoor,Unknown,4,Satisfactory,13.9367783,75.54819803,Karnataka
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,29.9205734,77.8298213,Uttarakhand
Vodafone,Indoor,Unknown,5,Satisfactory,18.5601581,73.7743911,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,13.11318817,80.23408672,Tamil Nadu
RJio,Indoor,4G,1,Poor Voice Quality,20.9156066,70.36461228,Gujarat
Vodafone,Indoor,Unknown,3,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,3,Call Dropped,22.6741773,75.82559236,Madhya Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,15.8368103,78.0528897,Telangana
Airtel,Travelling,Unknown,4,Satisfactory,15.8340403,78.0529233,Telangana
Airtel,Indoor,Unknown,4,Satisfactory,13.9365394,75.54829611,Karnataka
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,29.86641825,77.87826488,Uttarakhand
Vodafone,Indoor,4G,4,Satisfactory,22.6355665,88.4402779,West Bengal
Airtel,Outdoor,4G,3,Poor Voice Quality,18.0075936,79.5485775,Telangana
BSNL,Indoor,Unknown,5,Satisfactory,17.61721126,83.18604923,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,26.12721661,89.4605481,West Bengal
Vodafone,Outdoor,3G,5,Satisfactory,22.5669714,88.3538334,West Bengal
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Outdoor,3G,5,Satisfactory,22.5666052,88.3544403,West Bengal
Airtel,Indoor,4G,5,Satisfactory,26.12721661,89.4605481,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,13.11318817,80.23408672,Tamil Nadu
BSNL,Indoor,Unknown,5,Satisfactory,17.61721126,83.18604923,Andhra Pradesh
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Idea,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Outdoor,4G,1,Call Dropped,17.53802,78.48989333,Telangana
Vodafone,Indoor,4G,1,Call Dropped,23.49344601,87.30972307,West Bengal
Vodafone,Indoor,Unknown,5,Satisfactory,18.5601495,73.774375,Maharashtra
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,20.9156066,70.36461228,Gujarat
BSNL,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Satisfactory,22.06378061,75.39957929,Madhya Pradesh
Airtel,Outdoor,4G,3,Poor Voice Quality,18.0070945,79.5461186,Telangana
Vodafone,Indoor,4G,4,Satisfactory,22.6355944,88.4402763,West Bengal
Vodafone,Indoor,4G,4,Satisfactory,22.6355944,88.4402763,West Bengal
Airtel,Travelling,4G,5,Satisfactory,25.42117667,82.67057833,Uttar Pradesh
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,22.6355944,88.4402763,West Bengal
Vodafone,Indoor,3G,5,Satisfactory,22.5669714,88.3538334,West Bengal
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,22.5669714,88.3538334,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,22.5669714,88.3538334,West Bengal
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Outdoor,Unknown,5,Satisfactory,19.07070145,72.99674701,Maharashtra
Vodafone,Indoor,4G,2,Poor Voice Quality,19.22538194,72.8535036,Maharashtra
Vodafone,Indoor,4G,2,Poor Voice Quality,19.22538194,72.8535036,Maharashtra
Idea,Outdoor,Unknown,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,26.12721661,89.4605481,West Bengal
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,26.12721661,89.4605481,West Bengal
BSNL,Indoor,2G,5,Satisfactory,17.43402207,78.40031832,Telangana
RJio,Travelling,4G,4,Satisfactory,26.48431948,74.66567712,Rajasthan
Vodafone,Indoor,3G,1,Poor Voice Quality,19.2834386,72.8697369,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,26.12721661,89.4605481,West Bengal
BSNL,Indoor,4G,1,Call Dropped,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,26.86281795,81.01841158,Uttar Pradesh
BSNL,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,3G,3,Poor Voice Quality,22.6355817,88.4402635,West Bengal
Vodafone,Indoor,4G,5,Satisfactory,22.5669714,88.3538334,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,12.94040841,79.16904531,Tamil Nadu
MTNL,Indoor,4G,5,Satisfactory,18.9715615,72.8379663,Maharashtra
MTNL,Indoor,Unknown,1,Call Dropped,18.9715615,72.8379663,Maharashtra
MTNL,Indoor,4G,5,Satisfactory,18.9715615,72.8379663,Maharashtra
MTNL,Indoor,Unknown,1,Call Dropped,18.9715615,72.8379663,Maharashtra
Vodafone,Indoor,4G,2,Poor Voice Quality,19.22538194,72.8535036,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,3G,4,Satisfactory,26.90009974,80.95751505,Uttar Pradesh
BSNL,Indoor,Unknown,4,Satisfactory,19.9460094,85.8190149,Odisha
BSNL,Indoor,Unknown,4,Satisfactory,19.9460094,85.8190149,Odisha
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,3G,5,Satisfactory,22.5669714,88.3538334,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,22.80851692,86.18964193,Jharkhand
RJio,Outdoor,4G,4,Satisfactory,22.8318592,70.791732,Gujarat
RJio,Indoor,4G,4,Satisfactory,22.83158457,70.79138763,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.83113069,70.79145419,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.83113069,70.79145419,Gujarat
RJio,Outdoor,4G,4,Satisfactory,22.83113069,70.79145419,Gujarat
Idea,Indoor,4G,5,Satisfactory,18.55893553,73.77787847,Maharashtra
Vodafone,Indoor,4G,5,Satisfactory,22.5669714,88.3538334,West Bengal
RJio,Outdoor,4G,2,Poor Voice Quality,8.2687375,77.1536083,Tamil Nadu
RJio,Outdoor,4G,2,Poor Voice Quality,8.2687497,77.1535325,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,21.8678604,70.5928652,Gujarat
RJio,Indoor,4G,4,Satisfactory,26.48438252,74.66603377,Rajasthan
Airtel,Outdoor,Unknown,4,Satisfactory,15.8339401,78.052924,Telangana
BSNL,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,4,Satisfactory,22.80851692,86.18964193,Jharkhand
Airtel,Indoor,4G,5,Satisfactory,17.4876783,78.3145382,Telangana
Airtel,Indoor,4G,5,Satisfactory,13.11321934,80.23413877,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,17.4876783,78.3145382,Telangana
Airtel,Indoor,4G,1,Poor Voice Quality,17.4153255,78.5581461,Telangana
RJio,Indoor,Unknown,1,Call Dropped,19.0642858,72.9199537,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,17.54573667,78.48779,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.54573667,78.48779,Telangana
Airtel,Outdoor,4G,4,Satisfactory,17.54573667,78.48779,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.54573667,78.48779,Telangana
RJio,Outdoor,4G,5,Satisfactory,25.27437546,83.1300692,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.87246,75.540555,Maharashtra
